id,split,language,source,text,expression,matched_expression,span_start,span_end,token_span_start,token_span_end,num_tokens,label,label_2,iob2_tags,char_mask
2704,train,he,inhouse,הקופסה היפה ננעלה בעזרת מנעול בצורת לב זהב,לב זהב,לב זהב,36,42,6,8,8,מילולי,0,O O O O O O B-IDIOM I-IDIOM,000000000000000000000000000000000000111111
2705,train,he,inhouse,הטבעת עשויה לב זהב טהור.,לב זהב,לב זהב,12,18,2,4,5,מילולי,0,O O B-IDIOM I-IDIOM O,000000000000111111000000
2706,train,he,inhouse,"התכשיטנית המקומית עיצבה שרשרת עדינה עם תליון לב זהב, אך סירבה למכור אותה למי שלא תרם לקרן הצדקה שהקימה – לא כל יהלום נקנה בכסף.",לב זהב,לב זהב,45,51,7,9,25,מילולי,0,O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,0000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000000000
2707,train,he,inhouse,הם מצאו לב זהב בין החול במכרה בשנות השמונים.,לב זהב,לב זהב,8,14,2,4,9,מילולי,0,O O B-IDIOM I-IDIOM O O O O O,00000000111111000000000000000000000000000000
2708,test,he,inhouse,"אם נבחן את מדיניות הסמלים החדשה של העירייה, נראה שגם הלוגו החדש כולל לב זהב קטן בפינה, כביטוי למחויבות החברתית – או שמא רק לסיסמה יפה?",לב זהב,לב זהב,69,75,13,15,26,מילולי,0,O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O,00000000000000000000000000000000000000000000000000000000000000000000011111100000000000000000000000000000000000000000000000000000000000
2709,train,he,inhouse,"הילדה קיבלה מתנה, צמיד עם לב זהב קטן.",לב זהב,לב זהב,26,32,5,7,8,מילולי,0,O O O O O B-IDIOM I-IDIOM O,0000000000000000000000000011111100000
2710,train,he,inhouse,היא ענדה טבעת עם לב זהב נוצץ במרכז.,לב זהב,לב זהב,17,23,4,6,8,מילולי,0,O O O O B-IDIOM I-IDIOM O O,00000000000000000111111000000000000
2711,train,he,inhouse,"הרופא העניק לילדה שהבריאה ממחלה קשה תליון לב זהב, ואמר לה שזה מזכיר לה שהיא לוחמת אמיצה יותר מכל חייל – לפעמים רפואה היא גם מחווה רגשית.",לב זהב,לב זהב,42,48,7,9,27,מילולי,0,O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,0000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2712,train,he,inhouse,"כשפשפשתי בתיבת התכשיטים הישנה של סבתא, מצאתי לב זהב עתיק אבל נראה שלם וממש יפה אם ננקה אותו.",לב זהב,לב זהב,45,51,7,9,18,מילולי,0,O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O,00000000000000000000000000000000000000000000011111100000000000000000000000000000000000000000
2713,train,he,inhouse,הילד צייר לב זהב על גלוית הברכה שרצה לשלוח לחברים שלו.,לב זהב,לב זהב,10,16,2,4,11,מילולי,0,O O B-IDIOM I-IDIOM O O O O O O O,000000000011111100000000000000000000000000000000000000
2714,train,he,inhouse,עגילים עדינים עם לבבות זהב נתלו על אוזניה.,לב זהב,לבבות זהב,17,26,3,5,8,מילולי,0,O O O B-IDIOM I-IDIOM O O O,000000000000000001111111110000000000000000
2715,train,he,inhouse,"הם חיפשו במשך שעות לב זהב אמיתי בין הסמלים הישנים בבית הספר, ורק אחר כך גילו שמישהו גנב אותו – סמל קטן שהפך לשיחת היום בקהילה.",לב זהב,לב זהב,19,25,4,6,26,מילולי,0,O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,000000000000000000011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2716,train,he,inhouse,בקופסת התכשיטים נשמר לב זהב קטן עם הקדשה.,לב זהב,לב זהב,21,27,3,5,8,מילולי,0,O O O B-IDIOM I-IDIOM O O O,00000000000000000000011111100000000000000
2717,train,he,inhouse,הבלון היה בצורת לב זהב ונראה חגיגי במיוחד.,לב זהב,לב זהב,16,22,3,5,8,מילולי,0,O O O B-IDIOM I-IDIOM O O O,000000000000000011111100000000000000000000
2718,test,he,inhouse,"אם הפסל לא היה עשוי ממתכת טהורה, אלא מלב זהב אמיתי, ייתכן שהמוזיאון היה צריך לשכור שמירה צמודה; כך או כך, הוא כבר הפך לסמל של עוצמה ואנושיות גם יחד.",לב זהב,מלב זהב,37,44,8,10,30,מילולי,0,O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,0000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2719,train,he,inhouse,בתערוכה היה פסל של לב זהב בגובה שני מטרים.,לב זהב,לב זהב,19,25,4,6,9,מילולי,0,O O O O B-IDIOM I-IDIOM O O O,000000000000000000011111100000000000000000
2720,train,he,inhouse,"הנאום של השר חותך כמו סכין, במיוחד כשהוא מדבר על אחריות ציבורית אך מתעלם ממחדליו שלו – כמה מילים מסוגלות לחדור עמוק יותר מכל ביקורת כתובה.",חותך כמו סכין,חותך כמו סכין,13,26,3,6,26,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,000000000000011111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2721,train,he,inhouse,"הביקורת שלו חותכת כמו סכין, קשה לעכל אותה.",חותך כמו סכין,חותכת כמו סכין,12,26,2,5,8,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O,000000000000111111111111110000000000000000
2722,train,he,inhouse,"השקט ביניהם חותך כמו סכין, מלא במתח בלתי נסבל.",חותך כמו סכין,חותך כמו סכין,12,25,2,5,9,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O O,0000000000001111111111111000000000000000000000
2723,train,he,inhouse,"אם המשקיעים לא יפסיקו להאשים זה את זה, האכזבה מהקריסה של השוק המקומי תמשיך לחתוך כמו סכין חדה שלא מבחינה בין אשמים לחפים.",חותך כמו סכין,לחתוך כמו סכין,75,89,14,17,23,פיגורטיבי,1,O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O,0000000000000000000000000000000000000000000000000000000000000000000000000001111111111111100000000000000000000000000000000
2724,train,he,inhouse,"המבטים שלו חותכים כמו סכין, כאילו הוא שופט אותך בשקט.",חותך כמו סכין,חותכים כמו סכין,11,26,2,5,10,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O O O,00000000000111111111111111000000000000000000000000000
2725,train,he,inhouse,התחושה של האכזבה חותכת כמו סכין בכל פעם מחדש.,חותך כמו סכין,חותכת כמו סכין,17,31,3,6,9,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O O,000000000000000001111111111111100000000000000
2726,train,he,inhouse,"הפסד נבחרת ישראל במשחק הגמר חותך כמו סכין בלב האוהדים, אבל המאמן אמר שלא יוותרו עד שיבנו מחדש את הרוח של הקבוצה.",חותך כמו סכין,חותך כמו סכין,28,41,5,8,22,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O,0000000000000000000000000000111111111111100000000000000000000000000000000000000000000000000000000000000000000000
2727,test,he,inhouse,"כשראיתי אותו עם מישהי אחרת, זה חתך כמו סכין בלב.",חותך כמו סכין,חתך כמו סכין,31,43,6,9,10,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM I-IDIOM O,000000000000000000000000000000011111111111100000
2728,train,he,inhouse,"אל תגיד שהביקורת לא משפיעה עליך, כי כשקראת את הכתבה ההיא, יכולתי לראות בעיניך שהיא חותכת אותך כמו סכין ישר לתוך האגו.",חותך כמו סכין,חותכת אותך כמו סכין,83,102,15,19,22,פיגורטיבי,1,O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O,000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111000000000000000
2729,train,he,inhouse,הבדיחה הפוגענית חותכת כמו סכין וגרמה לכולם להרגיש לא נעים.,חותך כמו סכין,חותכת כמו סכין,16,30,2,5,10,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O O O,0000000000000000111111111111110000000000000000000000000000
2730,validation,he,inhouse,ההבנה שהוא שיקר לי חתכה אותי כמו סכין בלב.,חותך כמו סכין,חתכה אותי כמו סכין,19,37,4,8,9,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,000000000000000000011111111111111111100000
2731,train,he,inhouse,"המילים של המראיין חותכות כמו סכין כשהוא מטיח שאלות קשות על כשלים רפואיים, אך אולי זו הדרך היחידה לחשוף את האמת שמסתתרת מאחורי הדוחות.",חותך כמו סכין,חותכות כמו סכין,18,33,3,6,24,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,0000000000000000001111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2732,train,he,inhouse,"הלחץ בעבודה חותך כמו סכין, ואין זמן לנשום.",חותך כמו סכין,חותך כמו סכין,12,25,2,5,8,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O,000000000000111111111111100000000000000000
2733,train,he,inhouse,"אם היית שומע את הטון שלה, היית מבין מיד שהאדישות חותכת כמו סכין קרה – לא צריך צעקות כדי לפגוע במישהו עד העצם.",חותך כמו סכין,חותכת כמו סכין,49,63,10,13,23,פיגורטיבי,1,O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,0000000000000000000000000000000000000000000000000111111111111110000000000000000000000000000000000000000000000
2734,test,he,inhouse,"הסירוב שלו חותך כמו סכין – חד, קר, ומכאיב.",חותך כמו סכין,חותך כמו סכין,11,24,2,5,9,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O O,000000000001111111111111000000000000000000
2735,train,he,inhouse,"החלטת הממשלה לקצץ בתקציבי הבריאות חותכת כמו סכין בלב הציבור, במיוחד כשמדובר בילדים חולים שנשארים בלי טיפול ראוי.",חותך כמו סכין,חותכת כמו סכין,34,48,5,8,18,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,0000000000000000000000000000000000111111111111110000000000000000000000000000000000000000000000000000000000000000
2736,train,he,inhouse,המבט הקר של המורה חותך כמו סכין ומקפיא את הכיתה,חותך כמו סכין,חותך כמו סכין,18,31,4,7,10,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM I-IDIOM O O O,00000000000000000011111111111110000000000000000
2737,train,he,inhouse,"ההודעה על פיטורי מאות עובדים חותכת כמו סכין במפעל שעד לא מזמן נחשב לבית שני עבורם, ולא משנה כמה דיפלומטי היה הניסוח של המנכ""ל.",חותך כמו סכין,חותכת כמו סכין,29,43,5,8,24,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,000000000000000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000
2738,validation,he,inhouse,ההפסד במשחק חותך כמו סכין בלב האוהדים המושבעים,חותך כמו סכין,חותך כמו סכין,12,25,2,5,8,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O,0000000000001111111111111000000000000000000000
2739,train,he,inhouse,"אם הקהל היה יודע כמה הערות פוגעניות חותכות כמו סכין בליבם של שחקנים צעירים, אולי היה חושב פעמיים לפני שצועק מהיציע.",חותך כמו סכין,חותכות כמו סכין,36,51,7,10,21,פיגורטיבי,1,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,0000000000000000000000000000000000001111111111111110000000000000000000000000000000000000000000000000000000000000000
2740,validation,he,inhouse,"הביקורת בעיתון חותכת כמו סכין, קשה להמשיך אחרי זה",חותך כמו סכין,חותכת כמו סכין,15,29,2,5,9,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O O,0000000000000001111111111111100000000000000000000
2741,train,he,inhouse,התחושה של הבגידה חותכת כמו סכין ומכבידה על הנשימה,חותך כמו סכין,חותכת כמו סכין,17,31,3,6,9,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O O,0000000000000000011111111111111000000000000000000
2742,validation,he,inhouse,"האכזבה מהתוצאה חותכת כמו סכין, היא לא ציפתה לזה",חותך כמו סכין,חותכת כמו סכין,15,29,2,5,9,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O O,00000000000000011111111111111000000000000000000
2743,train,he,inhouse,"המאמר המדעי החדש חותך כמו סכין בעולם הרפואה, כשהוא חושף טעויות בסיסיות במחקרים שנחשבו חלוציים במשך שנים – מדע יכול להיות אכזרי לא פחות מפוליטיקה.",חותך כמו סכין,חותך כמו סכין,17,30,3,6,25,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,0000000000000000011111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
